Date Time,Open,High,Low,Close,Volume,Adj Close
2022-08-15 06:00:00,1970.9,1971.6,1892.1,1906.9,412793220.3151,1906.9
2022-08-15 07:00:00,1906.9,1915.6,1885.0,1900.5,267364195.4892,1900.5
2022-08-15 08:00:00,1900.5,1909.0,1875.0,1905.4,220929432.1551,1905.4
2022-08-15 09:00:00,1905.4,1911.0,1888.0,1911.0,178555157.5543,1911.0
2022-08-15 10:00:00,1911.5,1912.5,1895.3,1907.6,99419809.9558,1907.6
2022-08-15 11:00:00,1907.6,1913.1,1884.5,1891.8,95364353.3214,1891.8
2022-08-15 12:00:00,1891.8,1905.6,1872.3,1877.7,158458941.4011,1877.7
2022-08-15 13:00:00,1877.7,1920.8,1871.7,1916.8,245629338.0987,1916.8
2022-08-15 14:00:00,1916.7,1917.0,1898.1,1903.3,136996538.6898,1903.3
2022-08-15 15:00:00,1903.3,1924.5,1893.5,1917.8,130692543.0607,1917.8
2022-08-15 16:00:00,1917.9,1930.5,1908.5,1928.9,121636725.5728,1928.9
2022-08-15 17:00:00,1928.9,1932.9,1896.0,1902.9,120785125.045,1902.9
2022-08-15 18:00:00,1902.9,1903.0,1890.2,1896.3,86425666.5545,1896.3
2022-08-15 19:00:00,1896.3,1906.3,1884.3,1889.2,111279272.2714,1889.2
2022-08-15 20:00:00,1889.2,1906.6,1887.1,1903.5,71472530.228,1903.5
2022-08-15 21:00:00,1903.5,1918.0,1898.4,1903.5,71738456.0328,1903.5
2022-08-15 22:00:00,1903.5,1918.0,1893.9,1894.4,52910360.0845,1894.4
2022-08-15 23:00:00,1894.4,1911.1,1876.0,1899.0,148002294.9124,1899.0
2022-08-16 00:00:00,1899.0,1904.8,1881.1,1897.3,106627982.4361,1897.3
2022-08-16 01:00:00,1897.3,1915.5,1896.8,1898.8,86980694.5822,1898.8
2022-08-16 02:00:00,1898.8,1909.2,1886.8,1891.3,70433137.1723,1891.3
2022-08-16 03:00:00,1891.3,1895.1,1861.4,1888.3,214804005.611,1888.3
2022-08-16 04:00:00,1888.3,1893.7,1868.3,1871.9,63384027.9606,1871.9
2022-08-16 05:00:00,1871.9,1875.4,1857.0,1870.9,116662396.7096,1870.9
2022-08-16 06:00:00,1870.9,1887.2,1868.9,1880.3,71647937.1538,1880.3
2022-08-16 07:00:00,1880.3,1886.8,1875.1,1886.8,53251571.708,1886.8
2022-08-16 08:00:00,1886.8,1887.9,1875.0,1880.2,47723900.7932,1880.2
2022-08-16 09:00:00,1880.2,1898.0,1878.9,1893.5,79265931.2578,1893.5
2022-08-16 10:00:00,1893.5,1896.6,1887.0,1889.0,36644092.1688,1889.0
2022-08-16 11:00:00,1889.0,1915.0,1887.7,1906.9,130357056.2504,1906.9
2022-08-16 12:00:00,1906.9,1914.4,1884.1,1889.9,123098089.0203,1889.9
2022-08-16 13:00:00,1889.9,1902.6,1875.0,1881.5,170064370.4089,1881.5
2022-08-16 14:00:00,1881.5,1885.0,1863.3,1874.1,176694422.1596,1874.1
2022-08-16 15:00:00,1874.1,1890.6,1869.1,1887.7,128242958.7133,1887.7
2022-08-16 16:00:00,1887.7,1889.7,1864.8,1880.3,111889800.2547,1880.3
2022-08-16 17:00:00,1880.3,1885.4,1869.4,1877.8,107474188.6312,1877.8
2022-08-16 18:00:00,1877.8,1897.9,1850.0,1870.3,266464707.4285,1870.3
2022-08-16 19:00:00,1870.3,1880.9,1867.0,1879.4,88299173.6159,1879.4
2022-08-16 20:00:00,1879.4,1886.7,1874.6,1884.7,61352491.3942,1884.7
2022-08-16 21:00:00,1884.6,1886.4,1873.3,1879.9,36729040.9398,1879.9
2022-08-16 22:00:00,1879.9,1879.9,1866.0,1872.0,59939609.0918,1872.0
2022-08-16 23:00:00,1872.0,1881.0,1868.9,1876.6,51366832.6196,1876.6
2022-08-17 00:00:00,1876.6,1899.6,1874.8,1895.4,142576814.486,1895.4
2022-08-17 01:00:00,1895.4,1899.5,1886.5,1887.7,83435856.864,1887.7
2022-08-17 02:00:00,1887.7,1905.4,1881.5,1893.5,92628775.1238,1893.5
2022-08-17 03:00:00,1893.5,1903.0,1893.4,1896.4,52302848.0623,1896.4
2022-08-17 04:00:00,1896.4,1905.4,1895.7,1900.8,59683683.7035,1900.8
2022-08-17 05:00:00,1900.8,1926.1,1899.6,1924.5,145714696.8879,1924.5
2022-08-17 06:00:00,1924.5,1958.5,1923.9,1952.6,261413348.2793,1952.6
2022-08-17 07:00:00,1952.6,1956.4,1887.0,1890.4,381565751.06,1890.4
2022-08-17 08:00:00,1890.4,1902.8,1878.3,1883.8,144918739.2723,1883.8
2022-08-17 09:00:00,1883.8,1896.5,1881.8,1889.9,70600045.079,1889.9
2022-08-17 10:00:00,1889.9,1890.1,1867.6,1879.4,105572772.5951,1879.4
2022-08-17 11:00:00,1879.4,1883.9,1869.6,1876.6,86917319.5554,1876.6
2022-08-17 12:00:00,1876.6,1886.6,1856.0,1871.7,190119508.8798,1871.7
2022-08-17 13:00:00,1871.7,1872.6,1818.6,1834.2,426427275.1721,1834.2
2022-08-17 14:00:00,1834.2,1841.0,1818.5,1822.5,229919247.9834,1822.5
2022-08-17 15:00:00,1822.5,1840.2,1819.5,1830.7,137472329.6668,1830.7
2022-08-17 16:00:00,1830.7,1843.4,1821.9,1839.6,89857237.2282,1839.6
2022-08-17 17:00:00,1839.6,1853.3,1834.3,1850.7,76978259.4587,1850.7
2022-08-17 18:00:00,1850.7,1871.4,1830.1,1850.2,422403155.2298,1850.2
2022-08-17 19:00:00,1850.2,1855.6,1831.7,1837.6,161534133.1366,1837.6
2022-08-17 20:00:00,1837.6,1853.1,1827.0,1850.5,134285413.9658,1850.5
2022-08-17 21:00:00,1850.5,1850.5,1829.7,1839.2,66010394.558,1839.2
2022-08-17 22:00:00,1839.2,1839.2,1825.0,1829.1,67046341.1577,1829.1
2022-08-17 23:00:00,1829.1,1836.8,1823.9,1833.8,40526219.9682,1833.8
2022-08-18 00:00:00,1833.8,1850.0,1820.5,1846.9,112686267.5178,1846.9
2022-08-18 01:00:00,1846.9,1862.0,1841.0,1856.3,72676140.2672,1856.3
2022-08-18 02:00:00,1856.3,1865.1,1844.0,1851.9,81792295.0615,1851.9
2022-08-18 03:00:00,1851.9,1854.6,1845.0,1848.0,61493090.4643,1848.0
2022-08-18 04:00:00,1848.0,1852.2,1840.2,1843.9,46163452.547,1843.9
2022-08-18 05:00:00,1843.9,1853.0,1842.3,1843.8,38881776.5322,1843.8
2022-08-18 06:00:00,1843.8,1852.6,1838.2,1838.5,45737100.8198,1838.5
2022-08-18 07:00:00,1838.5,1847.2,1835.4,1844.5,43981045.4286,1844.5
2022-08-18 08:00:00,1844.5,1850.1,1834.1,1848.8,67767870.1427,1848.8
2022-08-18 09:00:00,1848.8,1858.0,1845.1,1856.4,70410807.7775,1856.4
2022-08-18 10:00:00,1856.4,1866.6,1845.0,1847.9,107683789.5805,1847.9
2022-08-18 11:00:00,1847.8,1860.8,1847.6,1858.8,50690108.7938,1858.8
2022-08-18 12:00:00,1858.8,1879.0,1856.0,1878.7,213515767.0832,1878.7
2022-08-18 13:00:00,1878.7,1882.5,1850.7,1854.5,189609456.2193,1854.5
2022-08-18 14:00:00,1854.5,1869.8,1848.0,1860.3,156092660.8616,1860.3
2022-08-18 15:00:00,1860.3,1877.8,1856.0,1872.9,129569553.766,1872.9
2022-08-18 16:00:00,1872.9,1874.6,1856.1,1869.1,130898198.9809,1869.1
2022-08-18 17:00:00,1869.1,1878.9,1859.3,1860.2,93748393.1463,1860.2
2022-08-18 18:00:00,1860.2,1871.9,1858.6,1866.3,67430516.6786,1866.3
2022-08-18 19:00:00,1866.3,1877.4,1865.0,1870.2,94054031.7677,1870.2
2022-08-18 20:00:00,1870.2,1879.7,1867.0,1877.2,59873129.2067,1877.2
2022-08-18 21:00:00,1877.2,1878.9,1867.6,1868.8,61032936.493,1868.8
2022-08-18 22:00:00,1868.8,1872.0,1863.9,1866.4,54266607.9406,1866.4
2022-08-18 23:00:00,1866.4,1870.8,1843.1,1846.2,119548247.4795,1846.2
2022-08-19 00:00:00,1846.2,1847.6,1811.2,1825.0,239098640.9332,1825.0
2022-08-19 01:00:00,1825.0,1826.0,1805.7,1816.3,211262552.466,1816.3
2022-08-19 02:00:00,1816.3,1833.0,1811.0,1824.5,103966324.4657,1824.5
2022-08-19 03:00:00,1824.5,1825.4,1816.0,1817.6,74118444.4173,1817.6
2022-08-19 04:00:00,1817.6,1824.1,1813.2,1818.5,39637209.9482,1818.5
2022-08-19 05:00:00,1818.5,1823.4,1809.5,1817.0,52951616.0379,1817.0
2022-08-19 06:00:00,1817.0,1817.6,1719.8,1749.0,569967613.4777,1749.0
2022-08-19 07:00:00,1749.0,1763.5,1732.8,1745.4,228916706.7296,1745.4
2022-08-19 08:00:00,1745.4,1745.5,1721.5,1736.8,187335953.1484,1736.8
2022-08-19 09:00:00,1736.8,1743.0,1728.1,1737.4,126556875.6993,1737.4
2022-08-19 10:00:00,1737.4,1742.7,1726.5,1730.2,103302496.3842,1730.2
2022-08-19 11:00:00,1730.2,1731.2,1683.0,1707.7,429320769.9014,1707.7
2022-08-19 12:00:00,1707.6,1707.6,1675.0,1700.0,339410943.0279,1700.0
2022-08-19 13:00:00,1700.0,1704.6,1685.3,1689.6,166588877.7912,1689.6
2022-08-19 14:00:00,1689.6,1704.3,1685.9,1691.6,113741958.5985,1691.6
